frame_number,elapsed_time,process_time,label,pose_bbox,pose_track_ids,fps,image_path
1690,0 days 00:01:23.502882,0 days 00:00:00.000418,[1 0 0 0],"[array([445,  21, 515, 237], dtype=int64)
 array([113,  56, 168, 239], dtype=int64)
 array([ 87, 199, 171, 349], dtype=int64)
 array([497,  29, 569, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01690.jpg
1695,0 days 00:01:23.643780,0 days 00:00:00.000757,[1 0 0 0],"[array([452,  24, 515, 243], dtype=int64)
 array([114,  56, 168, 239], dtype=int64)
 array([ 86, 199, 171, 349], dtype=int64)
 array([497,  29, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01695.jpg
1700,0 days 00:01:24.043383,0 days 00:00:00.000450,[1 0 0 0],"[array([456,  42, 515, 247], dtype=int64)
 array([114,  56, 168, 239], dtype=int64)
 array([ 86, 199, 170, 348], dtype=int64)
 array([497,  30, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01700.jpg
1705,0 days 00:01:24.215726,0 days 00:00:00.000402,[1 0 0 0],"[array([458,  49, 516, 247], dtype=int64)
 array([114,  56, 168, 239], dtype=int64)
 array([ 86, 199, 170, 348], dtype=int64)
 array([497,  29, 567, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01705.jpg
1710,0 days 00:01:24.376488,0 days 00:00:00.000422,[1 0 0 0],"[array([458,  53, 517, 247], dtype=int64)
 array([114,  56, 168, 239], dtype=int64)
 array([ 87, 199, 170, 349], dtype=int64)
 array([497,  29, 567, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01710.jpg
1715,0 days 00:01:24.643132,0 days 00:00:00.000440,[1 0 0 0],"[array([459,  55, 517, 247], dtype=int64)
 array([114,  56, 168, 239], dtype=int64)
 array([ 87, 199, 170, 349], dtype=int64)
 array([497,  26, 566, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01715.jpg
1720,0 days 00:01:25.024580,0 days 00:00:00.000513,[1 0 0 0],"[array([458,  55, 517, 247], dtype=int64)
 array([113,  56, 168, 239], dtype=int64)
 array([ 87, 199, 170, 349], dtype=int64)
 array([497,  26, 566, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01720.jpg
1725,0 days 00:01:25.330504,0 days 00:00:00.000431,[1 0 0 0],"[array([453,  56, 516, 247], dtype=int64)
 array([113,  56, 168, 239], dtype=int64)
 array([ 87, 199, 170, 348], dtype=int64)
 array([497,  26, 566, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01725.jpg
1730,0 days 00:01:25.527776,0 days 00:00:00.000440,[1 0 0 0],"[array([446,  56, 515, 248], dtype=int64)
 array([113,  56, 168, 239], dtype=int64)
 array([ 87, 200, 170, 348], dtype=int64)
 array([497,  26, 566, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01730.jpg
1735,0 days 00:01:25.775693,0 days 00:00:00.000462,[1 0 0 0],"[array([438,  55, 513, 247], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  27, 566, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01735.jpg
1740,0 days 00:01:26.089956,0 days 00:00:00.000446,[1 0 0 0],"[array([432,  54, 510, 247], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([496,  28, 567, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01740.jpg
1745,0 days 00:01:26.297450,0 days 00:00:00.000432,[1 0 0 0],"[array([430,  52, 506, 247], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([496,  30, 567, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01745.jpg
1750,0 days 00:01:26.465388,0 days 00:00:00.000423,[1 0 0 0],"[array([429,  51, 501, 247], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 350], dtype=int64)
 array([496,  32, 567, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01750.jpg
1755,0 days 00:01:26.586185,0 days 00:00:00.000444,[1 0 0 0],"[array([429,  49, 495, 247], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 199, 170, 350], dtype=int64)
 array([496,  30, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01755.jpg
1760,0 days 00:01:26.808651,0 days 00:00:00.000416,[1 0 0 0],"[array([429,  49, 491, 246], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 199, 170, 350], dtype=int64)
 array([496,  30, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01760.jpg
1765,0 days 00:01:26.982638,0 days 00:00:00.000418,[1 0 0 0],"[array([428,  48, 489, 245], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 350], dtype=int64)
 array([496,  31, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01765.jpg
1770,0 days 00:01:27.134550,0 days 00:00:00.000415,[1 0 0 0],"[array([427,  48, 488, 244], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 350], dtype=int64)
 array([497,  32, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01770.jpg
1775,0 days 00:01:27.308258,0 days 00:00:00.000430,[1 0 0 0],"[array([418,  48, 487, 244], dtype=int64)
 array([113,  57, 168, 239], dtype=int64)
 array([ 87, 199, 170, 350], dtype=int64)
 array([497,  33, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01775.jpg
1780,0 days 00:01:27.697802,0 days 00:00:00.000498,[1 0 0 0],"[array([419,  47, 487, 244], dtype=int64)
 array([114,  57, 168, 223], dtype=int64)
 array([ 87, 198, 170, 350], dtype=int64)
 array([497,  34, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01780.jpg
1785,0 days 00:01:27.785889,0 days 00:00:00.000450,[1 0 0 0],"[array([422,  47, 486, 243], dtype=int64)
 array([114,  57, 168, 217], dtype=int64)
 array([ 87, 198, 170, 350], dtype=int64)
 array([497,  33, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01785.jpg
1790,0 days 00:01:27.951962,0 days 00:00:00.000420,[1 0 0 0],"[array([417,  46, 486, 244], dtype=int64)
 array([114,  57, 168, 218], dtype=int64)
 array([ 87, 198, 171, 349], dtype=int64)
 array([497,  33, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01790.jpg
1795,0 days 00:01:28.208905,0 days 00:00:00.000421,[1 0 0 0],"[array([423,  46, 485, 246], dtype=int64)
 array([114,  57, 168, 232], dtype=int64)
 array([ 87, 199, 171, 349], dtype=int64)
 array([497,  34, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01795.jpg
1800,0 days 00:01:28.544013,0 days 00:00:00.000453,[1 0 0 0],"[array([422,  45, 484, 243], dtype=int64)
 array([114,  56, 168, 220], dtype=int64)
 array([ 87, 199, 171, 349], dtype=int64)
 array([497,  33, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01800.jpg
1805,0 days 00:01:28.795778,0 days 00:00:00.005959,[1 0 0 0],"[array([416,  44, 482, 237], dtype=int64)
 array([114,  56, 168, 232], dtype=int64)
 array([ 86, 199, 170, 349], dtype=int64)
 array([497,  33, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01805.jpg
1810,0 days 00:01:29.045582,0 days 00:00:00.000420,[1 0 0 0],"[array([412,  42, 483, 234], dtype=int64)
 array([113,  56, 168, 237], dtype=int64)
 array([ 86, 199, 170, 349], dtype=int64)
 array([497,  32, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01810.jpg
1815,0 days 00:01:29.245765,0 days 00:00:00.000419,[1 0 0 0],"[array([410,  25, 484, 232], dtype=int64)
 array([113,  56, 168, 239], dtype=int64)
 array([ 86, 200, 170, 349], dtype=int64)
 array([497,  32, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01815.jpg
1820,0 days 00:01:29.541072,0 days 00:00:00.000403,[1 0 0 0],"[array([410,  17, 478, 233], dtype=int64)
 array([113,  56, 168, 239], dtype=int64)
 array([ 86, 200, 170, 349], dtype=int64)
 array([496,  32, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01820.jpg
1825,0 days 00:01:29.656304,0 days 00:00:00.000426,[1 0 0 0],"[array([409,  23, 476, 238], dtype=int64)
 array([113,  56, 168, 240], dtype=int64)
 array([ 86, 200, 170, 350], dtype=int64)
 array([497,  31, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01825.jpg
1830,0 days 00:01:29.818876,0 days 00:00:00.000417,[1 0 0 0],"[array([408,  14, 477, 244], dtype=int64)
 array([113,  56, 168, 239], dtype=int64)
 array([ 86, 200, 170, 350], dtype=int64)
 array([497,  32, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01830.jpg
1835,0 days 00:01:30.043970,0 days 00:00:00.000423,[1 0 0 0],"[array([408,   9, 470, 248], dtype=int64)
 array([113,  56, 168, 240], dtype=int64)
 array([ 87, 200, 171, 350], dtype=int64)
 array([497,  32, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01835.jpg
1840,0 days 00:01:30.528602,0 days 00:00:00.000426,[1 0 0 0],"[array([406,   7, 467, 250], dtype=int64)
 array([113,  55, 168, 240], dtype=int64)
 array([ 87, 199, 171, 349], dtype=int64)
 array([497,  30, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01840.jpg
1845,0 days 00:01:30.792543,0 days 00:00:00.000424,[1 0 0 0],"[array([403,   6, 465, 248], dtype=int64)
 array([114,  55, 168, 240], dtype=int64)
 array([ 87, 199, 170, 349], dtype=int64)
 array([497,  28, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01845.jpg
1850,0 days 00:01:31.072195,0 days 00:00:00.000434,[1 0 0 0],"[array([386,   6, 459, 238], dtype=int64)
 array([114,  55, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  27, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01850.jpg
1855,0 days 00:01:31.305672,0 days 00:00:00.000396,[1 0 0 0],"[array([379,   6, 457, 234], dtype=int64)
 array([114,  55, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  27, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01855.jpg
1860,0 days 00:01:31.478276,0 days 00:00:00.000435,[1 0 0 0],"[array([377,   5, 453, 233], dtype=int64)
 array([114,  55, 168, 222], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  27, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01860.jpg
1865,0 days 00:01:31.649510,0 days 00:00:00.000457,[1 0 0 0],"[array([376,   5, 446, 232], dtype=int64)
 array([114,  55, 168, 233], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  26, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01865.jpg
1870,0 days 00:01:32.185085,0 days 00:00:00.000412,[1 0 0 0],"[array([376,   4, 438, 233], dtype=int64)
 array([114,  55, 168, 237], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  26, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01870.jpg
1875,0 days 00:01:32.504658,0 days 00:00:00.000412,[1 0 0 0],"[array([376,   3, 431, 230], dtype=int64)
 array([114,  55, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  27, 568, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01875.jpg
1880,0 days 00:01:32.663640,0 days 00:00:00.000405,[1 0 0 0],"[array([376,   1, 426, 228], dtype=int64)
 array([114,  55, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  28, 569, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01880.jpg
1885,0 days 00:01:32.918545,0 days 00:00:00.011559,[1 0 0 0],"[array([377,   0, 425, 228], dtype=int64)
 array([114,  56, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  28, 570, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01885.jpg
1890,0 days 00:01:33.080867,0 days 00:00:00.000444,[1 0 0 0],"[array([376,   0, 424, 227], dtype=int64)
 array([114,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  29, 570, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01890.jpg
1895,0 days 00:01:33.255593,0 days 00:00:00.000404,[1 0 0 0],"[array([376,   0, 424, 227], dtype=int64)
 array([114,  57, 168, 239], dtype=int64)
 array([ 87, 199, 170, 349], dtype=int64)
 array([497,  30, 571, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01895.jpg
1900,0 days 00:01:33.576457,0 days 00:00:00.000427,[1 0 0 0],"[array([376,   0, 423, 228], dtype=int64)
 array([114,  57, 168, 239], dtype=int64)
 array([ 87, 199, 170, 349], dtype=int64)
 array([497,  30, 573, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01900.jpg
1905,0 days 00:01:33.732437,0 days 00:00:00.000470,[1 0 0 0],"[array([375,   0, 423, 228], dtype=int64)
 array([114,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  31, 576, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01905.jpg
1910,0 days 00:01:33.934145,0 days 00:00:00.000439,[1 0 0 0],"[array([374,   0, 422, 228], dtype=int64)
 array([114,  57, 168, 239], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([497,  31, 577, 233], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01910.jpg
1915,0 days 00:01:34.073935,0 days 00:00:00.000427,[1 0 0 0],"[array([373,   0, 421, 228], dtype=int64)
 array([114,  57, 168, 222], dtype=int64)
 array([ 86, 199, 170, 349], dtype=int64)
 array([499,  33, 578, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01915.jpg
1920,0 days 00:01:34.213359,0 days 00:00:00.000416,[1 0 0 0],"[array([373,   0, 420, 228], dtype=int64)
 array([114,  58, 168, 233], dtype=int64)
 array([ 86, 200, 170, 349], dtype=int64)
 array([502,  36, 577, 233], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01920.jpg
1925,0 days 00:01:34.379822,0 days 00:00:00.000457,[1 0 0 0],"[array([370,   0, 418, 226], dtype=int64)
 array([114,  58, 168, 219], dtype=int64)
 array([ 86, 199, 170, 348], dtype=int64)
 array([506,  37, 577, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01925.jpg
1930,0 days 00:01:34.538314,0 days 00:00:00.000428,[1 0 0 0],"[array([362,   0, 416, 224], dtype=int64)
 array([114,  58, 168, 214], dtype=int64)
 array([ 86, 199, 170, 348], dtype=int64)
 array([509,  37, 577, 237], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01930.jpg
1935,0 days 00:01:35.006561,0 days 00:00:00.000422,[1 0 0 0],"[array([350,   0, 413, 217], dtype=int64)
 array([114,  58, 168, 213], dtype=int64)
 array([ 87, 199, 171, 348], dtype=int64)
 array([513,  37, 576, 241], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01935.jpg
1940,0 days 00:01:35.322602,0 days 00:00:00.000393,[1 0 0 0],"[array([336,   0, 409, 212], dtype=int64)
 array([114,  58, 168, 230], dtype=int64)
 array([ 87, 199, 170, 349], dtype=int64)
 array([513,  37, 576, 245], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01940.jpg
1945,0 days 00:01:35.620829,0 days 00:00:00.000484,[1 0 0 0],"[array([327,   0, 402, 210], dtype=int64)
 array([114,  58, 168, 236], dtype=int64)
 array([ 87, 201, 170, 348], dtype=int64)
 array([513,  36, 575, 246], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01945.jpg
1950,0 days 00:01:35.904621,0 days 00:00:00.000432,[1 0 0 0],"[array([323,   0, 394, 210], dtype=int64)
 array([114,  58, 168, 239], dtype=int64)
 array([ 87, 201, 170, 349], dtype=int64)
 array([513,  39, 574, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01950.jpg
1955,0 days 00:01:36.162473,0 days 00:00:00.000411,[1 0 0 0],"[array([321,   0, 385, 211], dtype=int64)
 array([114,  58, 168, 222], dtype=int64)
 array([ 87, 200, 170, 349], dtype=int64)
 array([513,  42, 572, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01955.jpg
1960,0 days 00:01:36.612068,0 days 00:00:00.000422,[1 0 0 0],"[array([321,   0, 379, 214], dtype=int64)
 array([114,  58, 168, 216], dtype=int64)
 array([ 86, 200, 170, 349], dtype=int64)
 array([512,  44, 571, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01960.jpg
1965,0 days 00:01:36.810340,0 days 00:00:00.000420,[1 0 0 0],"[array([322,   0, 373, 216], dtype=int64)
 array([114,  58, 168, 213], dtype=int64)
 array([ 86, 201, 170, 350], dtype=int64)
 array([512,  44, 571, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01965.jpg
1970,0 days 00:01:37.003649,0 days 00:00:00.000479,[1 0 0 0],"[array([315,   0, 367, 216], dtype=int64)
 array([114,  58, 168, 213], dtype=int64)
 array([ 86, 201, 171, 350], dtype=int64)
 array([512,  44, 571, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01970.jpg
1975,0 days 00:01:37.110921,0 days 00:00:00.000403,[1 0 0 0],"[array([301,   0, 362, 215], dtype=int64)
 array([114,  58, 168, 212], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([512,  44, 572, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01975.jpg
1980,0 days 00:01:37.248156,0 days 00:00:00.000424,[1 0 0 0],"[array([288,   0, 355, 214], dtype=int64)
 array([114,  58, 168, 212], dtype=int64)
 array([ 86, 200, 171, 349], dtype=int64)
 array([511,  44, 574, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01980.jpg
1985,0 days 00:01:37.397561,0 days 00:00:00.000407,[1 0 0 0],"[array([281,   0, 348, 213], dtype=int64)
 array([114,  58, 168, 212], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([511,  43, 577, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01985.jpg
1990,0 days 00:01:37.520824,0 days 00:00:00.000418,[1 0 0 0],"[array([279,   0, 340, 212], dtype=int64)
 array([114,  58, 168, 212], dtype=int64)
 array([ 86, 200, 170, 350], dtype=int64)
 array([512,  43, 581, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01990.jpg
1995,0 days 00:01:37.696467,0 days 00:00:00.000422,[1 0 0 0],"[array([278,   0, 333, 212], dtype=int64)
 array([114,  58, 168, 212], dtype=int64)
 array([ 86, 200, 170, 349], dtype=int64)
 array([511,  44, 586, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/01995.jpg
2000,0 days 00:01:37.860612,0 days 00:00:00.000439,[1 0 0 0],"[array([270,   0, 326, 211], dtype=int64)
 array([114,  58, 168, 211], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([512,  44, 591, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02000.jpg
2005,0 days 00:01:38.193821,0 days 00:00:00.000433,[1 0 0 0],"[array([256,   0, 321, 212], dtype=int64)
 array([114,  58, 168, 230], dtype=int64)
 array([ 86, 202, 170, 349], dtype=int64)
 array([513,  44, 597, 247], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02005.jpg
2010,0 days 00:01:38.609749,0 days 00:00:00.000441,[1 0 0 0],"[array([245,   0, 316, 212], dtype=int64)
 array([114,  58, 168, 237], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([520,  44, 599, 251], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02010.jpg
2015,0 days 00:01:38.820124,0 days 00:00:00.000612,[1 0 0 0],"[array([239,   0, 310, 212], dtype=int64)
 array([114,  58, 168, 239], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([532,  45, 601, 257], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02015.jpg
2020,0 days 00:01:39.137006,0 days 00:00:00.000446,[1 0 0 0],"[array([238,   0, 304, 212], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([538,  46, 605, 261], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02020.jpg
2025,0 days 00:01:39.314530,0 days 00:00:00.000446,[1 0 0 0],"[array([237,   0, 300, 212], dtype=int64)
 array([114,  59, 168, 223], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([540,  48, 609, 262], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02025.jpg
2030,0 days 00:01:39.441890,0 days 00:00:00.000417,[1 0 0 0],"[array([237,   0, 295, 213], dtype=int64)
 array([114,  58, 168, 235], dtype=int64)
 array([ 86, 202, 170, 349], dtype=int64)
 array([540,  53, 614, 264], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02030.jpg
2035,0 days 00:01:39.555372,0 days 00:00:00.000457,[1 0 0 0],"[array([237,   0, 288, 218], dtype=int64)
 array([114,  58, 168, 238], dtype=int64)
 array([ 86, 203, 170, 349], dtype=int64)
 array([540,  73, 616, 265], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02035.jpg
2040,0 days 00:01:39.687163,0 days 00:00:00.000457,[1 0 0 0],"[array([232,   0, 281, 222], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 86, 203, 170, 349], dtype=int64)
 array([563,  82, 621, 266], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02040.jpg
